exoplanet_name,star_name,M,M_errmin,M_errmax,m,m_errmin,m_errmax,P,P_errmin,P_errmax,a,a_errmin,a_errmax
WASP-97 b,WASP-97,1.12,0.06,0.06,1.32,0.05,0.05,2.07276,1.00E-06,1.00E-06,0.03303,0.00056,0.00056
WASP-98 b,WASP-98,0.69,0.06,0.06,0.83,0.07,0.07,2.96264,1.30E-06,1.30E-06,0.036,0.001,0.001
WASP-99 b,WASP-99,1.48,0.1,0.1,2.78,0.13,0.13,5.75251,4.00E-05,4.00E-05,0.0717,0.0016,0.0016
WISE 1711+3500 b,WISE 1711+3500,0.034,0.012,0.012,18,7,7,125000,29000,29000,15,2,2
WISE J0720-0846,WISE J0720-0846,0.081,0.016,0.028,62,0.11,0.09,1388,475,1096,1.3,0.3,0.6
WTS-1 b,WTS-1,1.2,0.1,0.1,4.01,0.35,0.35,3.352059,1.40E-05,1.40E-05,0.047,0.001,0.001
WTS-2 b,WTS-2,0.82,0.082,0.082,1.12,0.13,0.13,1.0187074,7.00E-06,7.00E-06,0.01855,0.00062,0.00062
Wendelstein-1 b,Wendelstein-1,0.65,0.1,0.1,0.59,0.09,0.1,2.663416,1.00E-06,1.00E-06,0.0282,0.0015,0.0015
Wendelstein-2 b,Wendelstein-2,0.73,0.11,0.11,0.73,0.32,0.55,1.7522239,8.00E-07,8.00E-07,0.0234,0.0015,0.0015
Wolf 503 b,Wolf 503,0.688,0.016,0.023,0.0197,0.0019,0.0019,6.001127,2.10E-05,2.10E-05,0.05706,0.00055,0.00055
XO-1 b,XO-1,1,0.03,0.03,0.9,0.07,0.07,3.9415128,2.80E-06,2.80E-06,0.0488,0.0005,0.0005
XO-2N b,XO-2N,0.98,0.02,0.02,0.62,0.02,0.02,2.615838,8.00E-06,8.00E-06,0.0369,0.002,0.002
XO-3 b,XO-3,1.41,0.08,0.08,11.79,0.59,0.59,3.1915239,0.00023,0.00023,0.0454,0.00082,0.00082
XO-4 b,XO-4,1.32,0.02,0.02,1.616,0.1,0.101,4.12473,0.00047,0.00061,0.05485,0.00042,0.00042
XO-5 b,XO-5,0.88,0.03,0.03,1.077,0.037,0.037,4.1877537,1.70E-06,1.70E-06,0.0487,0.0006,0.0006
XO-6 b,XO-6,1.47,0.06,0.06,1.9,0.5,0.5,3.7650007,8.10E-06,8.10E-06,0.0815,0.0077,0.0077
XO-7 b,XO-7,1.405,0.059,0.059,0.709,0.034,0.034,2.8641424,4.30E-06,4.30E-06,0.04421,0.00062,0.00062
ZTF J0038+2030 b,ZTF J0038+2030,0.505,0.024,0.018,59.3,3.9,3.6,0.4319208,1.40E-06,1.40E-06,0.0092,0.0001,0.0001
b Cen b,b Cen,5.5,0.5,0.5,10.9,1.6,1.6,1800000,825000,825000,556,17,17
beta Pic b,beta Pic,1.73,0.05,0.05,11.9,3.04,2.93,7707,300,730,9.93,0.03,0.03
beta Pic c,beta Pic,1.73,0.05,0.05,8.89,0.75,0.75,1227,110,110,2.68,0.02,0.02
eps Eridani b,eps Eridani,0.83,0.05,0.05,0.65,0.09,0.11,2671,23,17,3.53,0.04,0.04
eps Ind A b,eps Ind A,0.762,0.038,0.038,3.25,0.65,0.39,16509,1742,2096,11.55,0.71,4.18
gamma 1 Leo b,gamma 1 Leo,1.23,0.21,0.21,63.88,56.1,72.91,428.5,1.25,1.25,1.19,0.02,0.02
gamma Cephei b,gamma Cephei,1.4,0.12,0.12,17.539,0.745,0.745,905.64,2.83,2.83,2.1459,0.0048,0.0048
kappa And b,kappa And,2.8,0.2,0.1,13,2,12,215000,100000,100000,100,46,27
pi Men b,pi Men,1.094,0.039,0.039,12.6,2,2,2088.33,0.34,0.34,3.308,0.039,0.039
pi Men c,pi Men,1.094,0.039,0.039,0.01142,0.0012,0.0012,6.267852,1.60E-05,1.60E-05,0.06702,0.0005,0.0005
